grade,emp_length,home_ownership,income,state,debt to income,earliest credit,
A,10+ years,MORTGAGE,100000,AL,29.08,2006,
A,< 1 year,MORTGAGE,60000,WA,19.61,2000,
A,10+ years,OWN,125000,NJ,10.02,1994,
A,10+ years,RENT,125000,MA,10.57,2006,
A,4 years,MORTGAGE,150000,IL,22.81,1988,
A,8 years,RENT,100000,CA,11.31,2003,
A,4 years,RENT,60000,NY,16.09,2012,
A,2 years,RENT,80000,IL,8.91,2012,
A,10+ years,MORTGAGE,60000,CO,7.55,2005,
A,1 year,RENT,60000,TX,1.17,2006,
A,9 years,MORTGAGE,150000,CT,12.15,1990,
A,3 years,MORTGAGE,100000,NY,26.15,1994,
A,5 years,MORTGAGE,125000,AZ,8.14,2003,
A,10+ years,MORTGAGE,80000,MN,7.15,2002,
A,5 years,MORTGAGE,150000,NH,18.94,2001,
A,10+ years,MORTGAGE,80000,NC,18,1979,
A,3 years,MORTGAGE,80000,VA,26.41,2000,
A,2 years,OWN,80000,OH,14.66,1990,
A,3 years,OWN,40000,FL,22.99,1998,
A,10+ years,MORTGAGE,150000,CA,12.73,2007,
A,10+ years,MORTGAGE,60000,NJ,6.33,1993,
A,10+ years,MORTGAGE,60000,OH,12,2001,
A,10+ years,RENT,60000,NY,8.05,2006,
A,10+ years,MORTGAGE,100000,NJ,8.38,2003,
A,5 years,RENT,100000,AZ,17.8,2004,
A,10+ years,MORTGAGE,150000,AZ,12.06,2011,
A,< 1 year,RENT,80000,CA,8.2,1983,
A,< 1 year,RENT,40000,VA,17.23,1994,
A,1 year,RENT,60000,NJ,13.9,2005,
A,1 year,MORTGAGE,100000,IN,17.61,1999,
A,5 years,MORTGAGE,40000,OK,26.98,2003,
A,2 years,RENT,60000,CO,15.12,2004,
A,5 years,RENT,40000,AZ,12.28,2008,
A,8 years,MORTGAGE,60000,SD,16.66,1999,
A,2 years,RENT,80000,UT,12.18,1999,
A,9 years,OWN,30000,CA,21.15,2000,
A,2 years,RENT,60000,CA,21.43,2007,
A,2 years,MORTGAGE,150000,WA,8.92,2000,
A,4 years,RENT,40000,CA,16.14,2008,
A,8 years,RENT,20000,CA,9.68,2002,
A,1 year,MORTGAGE,125000,TX,6,1998,
A,10+ years,MORTGAGE,100000,MA,21.99,2001,
A,10+ years,MORTGAGE,60000,NC,33.04,1997,
A,< 1 year,RENT,100000,CA,25.09,2000,
A,10+ years,MORTGAGE,40000,MI,27.77,1994,
A,3 years,RENT,40000,FL,18.31,2002,
A,1 year,MORTGAGE,150000,NJ,7.52,2011,
A,10+ years,OWN,30000,MI,6.69,2006,
A,< 1 year,RENT,125000,MA,13.32,2008,
A,9 years,MORTGAGE,60000,AZ,12.43,2000,
A,10+ years,MORTGAGE,80000,FL,22.4,1999,
A,10+ years,RENT,40000,NJ,9.95,1999,
A,10+ years,MORTGAGE,60000,CA,8.97,2006,
A,10+ years,RENT,80000,GA,22.65,2000,
A,3 years,RENT,60000,MI,19.63,2006,
A,10+ years,MORTGAGE,150000,PA,21.26,1987,
A,2 years,RENT,40000,FL,10.84,2010,
A,8 years,MORTGAGE,60000,AL,20.95,1995,
A,< 1 year,RENT,80000,CA,11,2002,
A,2 years,RENT,60000,CA,4.99,2001,
A,5 years,OWN,40000,TX,20.02,1998,
A,2 years,OWN,150000,NJ,6.19,2003,
A,10+ years,MORTGAGE,60000,GA,18.9,1991,
A,3 years,RENT,40000,CA,13.34,2006,
A,10+ years,RENT,40000,CA,9.63,2005,
A,7 years,RENT,40000,CA,25.57,1997,
A,10+ years,RENT,40000,NY,5.49,2007,
A,10+ years,MORTGAGE,80000,MA,12.87,2006,
A,10+ years,MORTGAGE,40000,CO,20.96,1996,
A,6 years,MORTGAGE,100000,VA,17.58,2002,
A,n/a,OWN,150000,ND,4.32,1993,
A,3 years,RENT,40000,NC,14.27,2000,
A,5 years,RENT,20000,PA,8.96,2003,
A,10+ years,RENT,30000,TX,25.63,2000,
A,10+ years,MORTGAGE,100000,CT,6.8,1996,
A,9 years,RENT,80000,NY,14.94,1984,
A,10+ years,MORTGAGE,150000,NY,11.34,2001,
A,10+ years,MORTGAGE,80000,VA,29.84,1994,
A,10+ years,MORTGAGE,40000,CA,28.89,1989,
A,6 years,RENT,100000,AZ,16.11,2000,
A,10+ years,OWN,150000,NJ,10.34,1980,
A,1 year,RENT,80000,MD,19.16,1997,
A,9 years,RENT,40000,WA,21.47,2007,
A,5 years,MORTGAGE,40000,SC,21.18,1999,
A,2 years,MORTGAGE,40000,AZ,15.25,2007,
A,10+ years,MORTGAGE,30000,SC,19.33,1996,
A,10+ years,OWN,100000,TX,14.16,1998,
A,1 year,RENT,40000,NJ,23.15,2006,
A,10+ years,OWN,30000,LA,27.9,1994,
A,< 1 year,MORTGAGE,150000,PA,23.15,1994,
A,3 years,RENT,40000,IN,14.46,1997,
A,6 years,MORTGAGE,20000,KS,21.93,2006,
A,6 years,MORTGAGE,125000,TX,15.79,1999,
A,10+ years,MORTGAGE,40000,VA,19.64,1995,
A,< 1 year,RENT,40000,CA,25.36,2011,
A,n/a,MORTGAGE,40000,MI,16.8,1996,
A,3 years,MORTGAGE,30000,PA,16.83,2001,
A,10+ years,MORTGAGE,80000,CT,8,1999,
A,< 1 year,RENT,40000,ND,13.18,2007,
A,10+ years,MORTGAGE,125000,CA,4.3,1992,
A,n/a,MORTGAGE,40000,TX,21.42,1989,
A,9 years,RENT,30000,NY,10.8,2005,
A,n/a,MORTGAGE,60000,GA,13.07,2002,
A,n/a,RENT,60000,AZ,19.71,1980,
A,4 years,RENT,30000,FL,19.96,2007,
A,n/a,RENT,20000,VA,16.86,1991,
A,10+ years,MORTGAGE,125000,IL,9.7,1991,
A,2 years,MORTGAGE,80000,CA,19.76,1983,
A,10+ years,MORTGAGE,60000,GA,22.25,2003,
A,3 years,RENT,100000,CA,13.68,2004,
A,9 years,RENT,40000,CA,9.46,2006,
A,4 years,OWN,80000,CO,13.94,2001,
A,1 year,MORTGAGE,100000,SC,6.37,2000,
A,4 years,RENT,60000,MD,17.02,2008,
A,10+ years,MORTGAGE,100000,NJ,6.54,2006,
A,< 1 year,MORTGAGE,80000,CO,7.82,1998,
A,10+ years,RENT,40000,CA,16.86,2000,
A,10+ years,RENT,30000,NY,17.48,2002,
A,5 years,OWN,60000,TX,15.35,1999,
A,3 years,MORTGAGE,60000,OH,9.69,1986,
A,7 years,OWN,30000,PA,9.7,1996,
A,6 years,RENT,80000,MA,10,1980,
A,7 years,RENT,80000,NY,25.19,1993,
A,1 year,RENT,40000,NE,19.34,2010,
A,10+ years,OWN,40000,NY,32.59,2007,
A,3 years,MORTGAGE,80000,OH,23.35,1988,
A,4 years,RENT,40000,IL,18.71,1996,
A,10+ years,MORTGAGE,40000,AZ,10.93,1988,
A,< 1 year,MORTGAGE,100000,UT,15.69,1991,
A,3 years,RENT,60000,VA,10.25,2006,
A,4 years,MORTGAGE,40000,MT,11.59,2008,
A,< 1 year,MORTGAGE,100000,NC,12.41,1999,
A,10+ years,MORTGAGE,100000,MO,22.01,1999,
A,< 1 year,RENT,40000,MO,20.5,1991,
A,< 1 year,MORTGAGE,100000,IL,9.83,1996,
A,1 year,RENT,40000,FL,18.66,2007,
A,2 years,RENT,80000,CA,10.61,2002,
A,< 1 year,RENT,100000,CA,5.85,2009,
A,10+ years,MORTGAGE,150000,TN,18.19,2003,
A,3 years,MORTGAGE,150000,OH,25.97,1994,
A,1 year,RENT,60000,CA,22.17,2004,
A,10+ years,MORTGAGE,125000,IN,12.12,2001,
A,10+ years,MORTGAGE,80000,CA,18.85,1996,
A,10+ years,MORTGAGE,150000,AL,14.78,1997,
A,< 1 year,MORTGAGE,80000,OH,13.3,2003,
A,10+ years,RENT,40000,IN,21.65,2002,
A,1 year,RENT,30000,NY,26.32,2002,
A,10+ years,MORTGAGE,40000,NC,27.96,2006,
A,n/a,OWN,100000,NY,24.89,1979,
A,< 1 year,MORTGAGE,150000,TX,19.82,2004,
A,9 years,RENT,150000,GA,13.67,1998,
A,10+ years,MORTGAGE,40000,GA,6.34,2006,
A,2 years,OWN,40000,IL,32.83,2004,
A,10+ years,MORTGAGE,60000,CA,18.49,1977,
A,3 years,RENT,60000,NY,13.12,2007,
A,10+ years,RENT,60000,NY,12.62,2001,
A,5 years,RENT,60000,CO,18.82,1994,
A,10+ years,RENT,60000,MI,19.98,1996,
A,8 years,RENT,30000,CA,3.85,2008,
A,n/a,OWN,20000,SC,19.5,1988,
A,3 years,OWN,60000,IL,5.32,2002,
A,10+ years,MORTGAGE,125000,CA,10.1,1996,
A,< 1 year,MORTGAGE,40000,FL,20.57,1987,
A,1 year,RENT,40000,MA,17.07,2005,
A,7 years,MORTGAGE,40000,MI,15.24,2006,
A,6 years,MORTGAGE,80000,AZ,4.32,1995,
A,3 years,MORTGAGE,80000,FL,20.08,2006,
A,4 years,RENT,40000,OH,24.14,2000,
A,1 year,OWN,150000,HI,8.08,2001,
A,9 years,MORTGAGE,60000,FL,20.15,1987,
A,10+ years,MORTGAGE,80000,NY,27.62,2005,
A,4 years,MORTGAGE,60000,VA,15.66,2003,
A,10+ years,MORTGAGE,150000,NY,7.65,2001,
A,7 years,MORTGAGE,100000,PA,16.25,2004,
A,2 years,RENT,80000,NY,7.17,1997,
A,6 years,MORTGAGE,40000,IN,21.62,2004,
A,2 years,MORTGAGE,60000,MT,21.41,2005,
A,3 years,MORTGAGE,150000,NY,16.5,2008,
A,4 years,RENT,15000,TX,5.18,2013,
A,10+ years,RENT,60000,NY,9.1,1993,
A,10+ years,MORTGAGE,60000,OR,15.54,2004,
A,2 years,RENT,40000,TX,16.85,2006,
A,5 years,MORTGAGE,100000,TX,16.45,2008,
A,10+ years,MORTGAGE,100000,TX,22.37,1997,
A,2 years,RENT,125000,MD,25.71,2008,
A,3 years,MORTGAGE,60000,FL,31,1991,
A,8 years,OWN,60000,MD,20.14,2000,
A,< 1 year,MORTGAGE,40000,MN,19.42,2007,
A,n/a,MORTGAGE,40000,MI,9.49,1998,
A,10+ years,MORTGAGE,150000,LA,13.3,1992,
A,10+ years,MORTGAGE,100000,NJ,14.26,2001,
A,10+ years,OWN,150000,CT,19.73,1987,
A,7 years,MORTGAGE,40000,TX,13.19,2001,
A,10+ years,MORTGAGE,60000,SC,22,2001,
A,< 1 year,MORTGAGE,60000,NY,25.45,1983,
A,10+ years,MORTGAGE,125000,CA,9.72,2006,
A,10+ years,MORTGAGE,125000,CA,7.85,2000,
A,10+ years,OWN,150000,CO,4.98,1995,
A,4 years,RENT,40000,MA,13.98,2007,
A,3 years,MORTGAGE,125000,NM,22.76,2000,
A,2 years,MORTGAGE,40000,WI,1.33,2010,
A,2 years,RENT,150000,CA,9.08,2002,
A,2 years,RENT,40000,NJ,9.72,2002,
A,10+ years,MORTGAGE,150000,WI,17.56,1998,
A,2 years,OWN,80000,NJ,9.77,1989,
A,4 years,MORTGAGE,40000,NY,17.01,2012,
A,2 years,RENT,30000,TX,48.66,1991,
A,4 years,RENT,60000,CA,21.44,2001,
A,10+ years,MORTGAGE,80000,WA,15.08,1998,
A,9 years,MORTGAGE,125000,CA,5.76,2005,
A,10+ years,MORTGAGE,150000,SC,9.34,2000,
A,2 years,MORTGAGE,150000,MA,15.23,1999,
A,10+ years,MORTGAGE,60000,IL,15.7,1996,
A,5 years,RENT,30000,TN,17.67,2011,
A,10+ years,MORTGAGE,100000,FL,9.52,2001,
A,2 years,MORTGAGE,125000,NJ,23.89,2004,
A,< 1 year,RENT,150000,NY,12.98,1987,
A,10+ years,MORTGAGE,30000,IN,16.17,2002,
A,7 years,RENT,30000,IN,12.59,2006,
A,10+ years,MORTGAGE,100000,IN,9.22,2002,
A,< 1 year,RENT,40000,CA,15.14,2009,
A,< 1 year,RENT,150000,MA,2.31,2003,
A,5 years,MORTGAGE,40000,TX,26.78,2001,
A,10+ years,MORTGAGE,40000,LA,15.05,2003,
A,< 1 year,RENT,60000,NJ,16.54,2003,
A,< 1 year,MORTGAGE,125000,SC,16.55,2001,
A,5 years,MORTGAGE,40000,MI,14.76,2007,
A,4 years,RENT,40000,TX,28.22,1979,
A,10+ years,RENT,40000,PA,27.06,2004,
A,10+ years,MORTGAGE,40000,KY,19.14,2001,
A,6 years,OWN,40000,FL,19.81,2003,
A,8 years,OWN,150000,NY,20.08,1992,
A,6 years,MORTGAGE,150000,VA,7.54,2000,
A,10+ years,OWN,60000,FL,18.57,1982,
A,3 years,RENT,40000,MT,12.85,2001,
A,10+ years,RENT,40000,NY,27.87,1994,
A,5 years,MORTGAGE,60000,CA,19.95,2012,
A,8 years,OWN,30000,LA,22.76,2009,
A,3 years,MORTGAGE,100000,MI,3.42,2005,
A,< 1 year,MORTGAGE,80000,TX,18.89,1995,
A,3 years,MORTGAGE,60000,NY,13.02,2002,
A,5 years,RENT,125000,NJ,18.55,1972,
A,10+ years,MORTGAGE,60000,TX,17.8,2001,
A,8 years,MORTGAGE,100000,VA,5.37,1999,
A,9 years,MORTGAGE,60000,AZ,4.85,1996,
A,4 years,MORTGAGE,125000,MI,11.55,1986,
A,10+ years,MORTGAGE,60000,NV,11.95,1994,
A,8 years,RENT,40000,FL,19.54,2002,
A,4 years,MORTGAGE,80000,NE,14.87,2004,
A,n/a,MORTGAGE,40000,VT,29.23,2001,
A,10+ years,MORTGAGE,60000,IL,22.33,2003,
A,n/a,MORTGAGE,40000,CA,3.76,1995,
A,10+ years,RENT,20000,KS,34.6,1995,
A,< 1 year,MORTGAGE,40000,CA,20.2,2004,
A,< 1 year,MORTGAGE,100000,PA,20.53,1998,
A,2 years,OWN,150000,DC,12.74,2002,
A,2 years,RENT,60000,NY,21.33,1992,
A,10+ years,MORTGAGE,40000,OH,25.4,2005,
A,n/a,MORTGAGE,40000,NC,17.9,2005,
A,1 year,MORTGAGE,100000,NY,21.44,1994,
A,3 years,RENT,40000,IL,30.05,1995,
A,10+ years,RENT,30000,CT,9.06,1977,
A,10+ years,MORTGAGE,100000,WI,16.5,1999,
A,10+ years,RENT,20000,MA,19.54,2004,
A,10+ years,MORTGAGE,100000,PA,15.72,2002,
A,3 years,RENT,40000,NC,20.4,2003,
A,n/a,OWN,30000,MS,28.02,1997,
A,10+ years,MORTGAGE,80000,CA,6.76,1995,
A,9 years,OWN,40000,NY,27.32,2003,
A,4 years,RENT,30000,NY,15.45,2005,
A,10+ years,RENT,30000,NY,17.66,2010,
A,< 1 year,MORTGAGE,40000,TX,7.04,1993,
A,5 years,MORTGAGE,80000,CA,10.46,2002,
A,10+ years,RENT,40000,TX,29.76,2004,
A,10+ years,MORTGAGE,60000,AZ,11.82,2001,
A,5 years,MORTGAGE,150000,OH,12.31,1993,
A,1 year,RENT,150000,CA,7.49,2002,
A,10+ years,OWN,60000,NC,22.32,1996,
A,5 years,RENT,100000,CA,17.61,1983,
A,3 years,MORTGAGE,60000,PA,3.26,2001,
A,< 1 year,MORTGAGE,80000,NC,4.87,2004,
A,10+ years,MORTGAGE,40000,MD,13.57,1996,
A,10+ years,MORTGAGE,40000,NY,10.57,2008,
A,8 years,MORTGAGE,125000,FL,18.32,1988,
A,5 years,MORTGAGE,100000,MA,12.74,2003,
A,2 years,RENT,40000,NY,9.87,2005,
A,10+ years,MORTGAGE,100000,CO,17.6,1990,
A,10+ years,RENT,30000,WA,14.3,1988,
A,4 years,MORTGAGE,125000,CA,16.18,1997,
A,10+ years,RENT,100000,NY,19.68,2002,
A,< 1 year,RENT,40000,PA,19.13,2009,
A,5 years,MORTGAGE,150000,OR,11.82,1993,
A,10+ years,MORTGAGE,40000,IL,21.72,2001,
A,8 years,OWN,80000,FL,6.64,2004,
A,5 years,MORTGAGE,40000,TX,16.02,2007,
A,3 years,RENT,40000,MI,18.52,2006,
A,10+ years,MORTGAGE,150000,TX,19.34,1983,
A,3 years,RENT,20000,MI,23.21,2002,
A,7 years,MORTGAGE,40000,WA,8.74,1998,
A,2 years,RENT,100000,NY,7.98,2007,
A,9 years,MORTGAGE,100000,PA,11.57,2006,
A,2 years,RENT,60000,CA,22.9,1982,
A,10+ years,MORTGAGE,80000,DE,11.36,2004,
A,10+ years,MORTGAGE,80000,CA,12.18,1995,
A,2 years,RENT,40000,KS,21.72,2001,
A,2 years,MORTGAGE,100000,NM,12.2,1998,
A,10+ years,RENT,60000,CA,16.32,1986,
A,n/a,RENT,15000,KY,15.6,2003,
A,4 years,RENT,60000,CA,15.92,2003,
A,9 years,MORTGAGE,125000,NY,16.79,1999,
A,10+ years,MORTGAGE,80000,OH,25.95,1983,
A,4 years,MORTGAGE,40000,MO,18,2002,
A,10+ years,MORTGAGE,40000,IN,27.82,2002,
A,5 years,RENT,40000,WA,24.26,2003,
A,n/a,MORTGAGE,60000,PA,33.07,1997,
A,10+ years,MORTGAGE,80000,MA,20.85,2006,
A,10+ years,MORTGAGE,40000,NY,6.19,2000,
A,9 years,MORTGAGE,125000,CA,13.1,1998,
A,10+ years,RENT,100000,TX,19.35,1988,
A,8 years,MORTGAGE,80000,TX,20.34,2007,
A,4 years,RENT,40000,NY,28.25,1986,
A,n/a,MORTGAGE,100000,TX,13.84,1986,
A,3 years,MORTGAGE,40000,NC,11.33,1999,
A,10+ years,RENT,60000,CA,19.03,2003,
A,10+ years,RENT,40000,GA,28.01,2003,
A,10+ years,MORTGAGE,125000,WI,12.53,1993,
A,10+ years,MORTGAGE,80000,AZ,15.95,2002,
A,< 1 year,RENT,60000,CT,14.22,2011,
A,10+ years,MORTGAGE,40000,MI,29.76,2001,
A,10+ years,MORTGAGE,80000,AL,20.91,1989,
A,10+ years,OWN,40000,TX,17.34,2003,
A,10+ years,MORTGAGE,60000,GA,31.77,1992,
A,8 years,OWN,80000,MA,12.17,2004,
A,2 years,MORTGAGE,80000,WI,10.48,2004,
A,6 years,MORTGAGE,60000,TX,13.95,2007,
A,10+ years,MORTGAGE,100000,CA,1.2,1996,
A,6 years,RENT,40000,NJ,19.01,2012,
A,10+ years,MORTGAGE,60000,TX,13.22,1998,
A,5 years,RENT,100000,FL,14.99,1988,
A,4 years,RENT,60000,MA,9.68,2006,
A,10+ years,OWN,80000,HI,8.9,1983,
A,3 years,MORTGAGE,30000,CA,5.56,2013,
A,3 years,RENT,60000,OK,14.97,2003,
A,6 years,RENT,40000,MI,16.24,2006,
A,10+ years,MORTGAGE,125000,NJ,22.04,2002,
A,< 1 year,RENT,60000,CA,17.54,2006,
A,10+ years,MORTGAGE,60000,NY,28.61,2004,
A,3 years,RENT,40000,CA,17.22,2005,
A,10+ years,MORTGAGE,60000,CA,18.41,2000,
A,10+ years,RENT,80000,TX,6.97,1994,
A,10+ years,RENT,100000,CA,14.01,2002,
A,10+ years,RENT,80000,NV,12.63,1995,
A,2 years,MORTGAGE,60000,CA,6.34,2006,
A,10+ years,RENT,60000,CA,5.66,2001,
A,10+ years,MORTGAGE,40000,CA,18.92,2000,
A,10+ years,MORTGAGE,150000,IL,20.98,1996,
A,< 1 year,MORTGAGE,40000,FL,22.27,2008,
A,5 years,MORTGAGE,40000,OH,17.37,2006,
A,5 years,MORTGAGE,80000,AL,8.95,2007,
A,10+ years,MORTGAGE,40000,LA,17.43,1988,
A,10+ years,MORTGAGE,150000,CA,15.34,1999,
A,10+ years,MORTGAGE,60000,CA,23.95,2004,
A,10+ years,MORTGAGE,40000,KY,23.28,2005,
A,10+ years,MORTGAGE,80000,AR,20.4,1992,
A,2 years,RENT,40000,CA,28.92,2005,
A,< 1 year,RENT,60000,AR,18.1,2008,
A,10+ years,MORTGAGE,40000,CA,16.56,2000,
A,10+ years,MORTGAGE,80000,AZ,15.59,1994,
A,10+ years,MORTGAGE,60000,NY,6.1,2004,
A,2 years,MORTGAGE,40000,MN,12.72,1998,
A,< 1 year,RENT,40000,OR,25.05,1989,
A,8 years,RENT,40000,CA,32.52,1994,
A,2 years,RENT,30000,NJ,13.74,1998,
A,< 1 year,MORTGAGE,100000,CT,16.68,1998,
A,4 years,RENT,80000,CA,15.74,1999,
A,10+ years,OWN,40000,NY,14.18,2004,
A,7 years,MORTGAGE,60000,MA,9.31,2004,
A,2 years,RENT,30000,FL,19.13,1995,
A,1 year,RENT,20000,AZ,21.88,2012,
A,10+ years,RENT,40000,MA,15.51,2005,
A,1 year,RENT,60000,LA,21.29,1992,
A,7 years,MORTGAGE,60000,AL,30.14,1992,
A,6 years,MORTGAGE,80000,VA,9.98,2006,
A,10+ years,OWN,40000,GA,23.14,1990,
A,1 year,RENT,40000,NJ,23.35,2007,
A,1 year,MORTGAGE,60000,VA,8.26,2006,
A,10+ years,MORTGAGE,40000,VT,14.37,1997,
A,10+ years,MORTGAGE,80000,IL,23.13,2000,
A,10+ years,OWN,60000,UT,20.09,1992,
A,4 years,MORTGAGE,60000,TX,28.68,1982,
A,10+ years,MORTGAGE,40000,NY,0.6,2003,
A,10+ years,MORTGAGE,80000,IL,19.99,1994,
A,10+ years,MORTGAGE,40000,TX,9.29,2003,
A,5 years,MORTGAGE,60000,MO,18.13,2006,
A,9 years,MORTGAGE,80000,MD,6.05,2002,
A,1 year,OWN,40000,LA,14.38,1988,
A,2 years,RENT,30000,TX,11.82,2004,
A,10+ years,MORTGAGE,80000,IL,20.61,2000,
A,10+ years,MORTGAGE,30000,AR,21.1,2003,
A,3 years,RENT,20000,FL,27.48,2006,
A,2 years,MORTGAGE,80000,IL,12.38,1983,
A,1 year,RENT,60000,NY,8.48,2005,
A,< 1 year,MORTGAGE,60000,MN,14.13,1976,
A,n/a,MORTGAGE,60000,NC,15.59,1977,
A,1 year,RENT,20000,GA,16.07,2009,
A,10+ years,MORTGAGE,150000,MD,27.51,1992,
A,10+ years,MORTGAGE,60000,GA,13.12,2000,
A,10+ years,MORTGAGE,60000,TX,18.77,2004,
A,< 1 year,RENT,30000,FL,8.29,2011,
A,< 1 year,MORTGAGE,150000,NC,11,2005,
A,10+ years,MORTGAGE,150000,NY,8.78,2005,
A,10+ years,OWN,80000,CT,13.01,1997,
A,9 years,MORTGAGE,150000,NJ,7.64,2004,
A,5 years,OWN,40000,SC,14.03,1991,
A,10+ years,MORTGAGE,150000,FL,17.53,1994,
A,10+ years,MORTGAGE,30000,MS,29.32,2000,
A,10+ years,OWN,40000,AL,16.5,2004,
A,3 years,MORTGAGE,100000,AZ,15.45,2006,
A,< 1 year,RENT,40000,TX,7.23,2004,
A,9 years,OWN,40000,LA,22.82,1987,
A,8 years,MORTGAGE,100000,FL,7.96,2007,
A,3 years,MORTGAGE,100000,AZ,15.3,2004,
A,9 years,MORTGAGE,60000,CA,23.73,2005,
A,4 years,MORTGAGE,100000,PA,14.54,2003,
A,10+ years,MORTGAGE,150000,CA,10.13,1966,
A,1 year,MORTGAGE,100000,LA,1.3,1995,
A,< 1 year,RENT,60000,CA,9.96,2011,
A,4 years,MORTGAGE,30000,TX,6.9,2004,
A,< 1 year,MORTGAGE,40000,MD,14.2,2005,
A,2 years,RENT,80000,CA,16.07,2000,
A,10+ years,MORTGAGE,100000,CA,7.76,1993,
A,3 years,MORTGAGE,40000,VA,14.18,1996,
A,10+ years,RENT,30000,NC,21.33,2005,
A,10+ years,RENT,80000,NY,15.41,2001,
A,10+ years,OWN,100000,GA,20.42,1990,
A,5 years,MORTGAGE,150000,CO,7.22,1992,
A,3 years,MORTGAGE,150000,MD,12.02,2000,
A,5 years,RENT,40000,CT,27.47,2004,
A,10+ years,OWN,125000,TX,20.44,1985,
A,10+ years,MORTGAGE,20000,OH,19.72,2002,
A,4 years,MORTGAGE,125000,IL,10.3,2002,
A,3 years,MORTGAGE,40000,CA,11.34,2004,
A,< 1 year,MORTGAGE,40000,WI,16.23,2005,
A,10+ years,MORTGAGE,150000,CA,8.49,1986,
A,< 1 year,RENT,40000,GA,15.67,2008,
A,5 years,OWN,100000,PA,12.1,1991,
A,10+ years,MORTGAGE,80000,TX,18.19,2000,
A,5 years,RENT,40000,MN,15.02,2005,
A,6 years,RENT,15000,FL,6.44,2004,
A,< 1 year,MORTGAGE,80000,NH,7.25,2004,
A,3 years,RENT,40000,CA,14.12,2003,
A,1 year,OWN,125000,FL,11.37,2001,
A,10+ years,MORTGAGE,80000,MN,19.14,1998,
A,2 years,MORTGAGE,100000,UT,12.8,2005,
A,2 years,MORTGAGE,30000,MO,19.87,2004,
A,9 years,RENT,40000,CA,17.71,2004,
A,6 years,MORTGAGE,60000,AR,19.08,1998,
A,< 1 year,MORTGAGE,100000,AZ,22.37,1997,
A,10+ years,MORTGAGE,125000,UT,15.47,1978,
A,3 years,OWN,10000,SC,5,2013,
A,1 year,RENT,60000,OK,7.37,2013,
A,n/a,MORTGAGE,40000,AL,9.33,1978,
A,6 years,RENT,30000,FL,18.72,2002,
A,4 years,MORTGAGE,80000,CA,19.89,2003,
A,3 years,RENT,40000,NY,6.44,2003,
A,< 1 year,OWN,40000,IL,7.98,2004,
A,3 years,MORTGAGE,80000,TX,7.56,2006,
A,5 years,MORTGAGE,100000,IL,23.52,1996,
A,2 years,MORTGAGE,40000,MN,19.95,2010,
A,10+ years,MORTGAGE,80000,CA,12.52,2007,
A,4 years,RENT,150000,NM,12.08,1988,
A,1 year,RENT,80000,CA,13.72,2004,
A,7 years,RENT,40000,NJ,19.38,2010,
A,10+ years,OWN,100000,MI,12.49,1998,
A,2 years,RENT,80000,UT,19.22,2005,
A,< 1 year,RENT,60000,CA,12.29,2005,
A,1 year,RENT,15000,ND,16.93,2010,
A,8 years,MORTGAGE,60000,MA,19.09,1995,
A,9 years,MORTGAGE,80000,TX,9.8,1997,
A,3 years,RENT,40000,GA,16.6,2010,
A,10+ years,MORTGAGE,100000,TX,7.27,2001,
A,2 years,MORTGAGE,150000,CA,11.52,1984,
A,10+ years,RENT,100000,KY,19.1,2012,
A,3 years,MORTGAGE,40000,TX,27.46,1989,
A,3 years,OWN,60000,PA,23.23,2006,
A,10+ years,MORTGAGE,125000,CA,13.68,1993,
A,2 years,RENT,100000,GA,13.74,1989,
A,3 years,OWN,125000,CA,18.8,1998,
A,10+ years,RENT,40000,NV,20.82,2006,
A,5 years,OWN,100000,TX,18.28,1989,
A,7 years,MORTGAGE,40000,WA,9.48,1999,
A,n/a,MORTGAGE,30000,TX,19.2,1995,
A,10+ years,RENT,80000,NY,3.1,1994,
A,10+ years,MORTGAGE,30000,SD,20.51,1998,
A,10+ years,MORTGAGE,60000,PA,15.52,1992,
A,5 years,MORTGAGE,150000,NJ,6.81,1991,
A,10+ years,MORTGAGE,150000,MD,28.2,1994,
A,10+ years,MORTGAGE,80000,NJ,13.64,1999,
A,1 year,RENT,40000,VA,18.59,2010,
A,9 years,MORTGAGE,80000,CA,18.69,1994,
A,9 years,RENT,60000,VT,2.02,1995,
A,4 years,RENT,150000,CA,16.92,1995,
A,1 year,MORTGAGE,150000,CA,11.96,1995,
A,5 years,RENT,40000,NY,16.74,2007,
A,7 years,OWN,125000,AL,4.61,1996,
A,10+ years,RENT,40000,NV,6.44,2006,
A,9 years,MORTGAGE,60000,OH,19.37,2003,
A,1 year,MORTGAGE,80000,SC,24.19,1997,
A,10+ years,OWN,80000,KY,17.97,2001,
A,3 years,OWN,80000,DE,25.48,1983,
A,< 1 year,MORTGAGE,30000,CA,10.89,1996,
A,1 year,MORTGAGE,125000,CA,16.3,1998,
A,2 years,MORTGAGE,40000,OH,28.64,2002,
A,2 years,RENT,100000,CA,16.91,1995,
A,2 years,MORTGAGE,125000,AZ,30.27,1997,
A,6 years,MORTGAGE,100000,MA,19.66,1987,
A,< 1 year,MORTGAGE,40000,OH,14.64,2005,
A,6 years,RENT,40000,NJ,15.6,2006,
A,n/a,RENT,10000,CA,,2005,
A,10+ years,RENT,40000,VA,10.54,1978,
A,10+ years,MORTGAGE,30000,PA,11.91,2002,
A,4 years,RENT,60000,AZ,21.16,2008,
