grade,emp_length,home_ownership,income,state,debt to income,earliest credit
A,3 years,RENT,60000,LA,19,1992
C,3 years,MORTGAGE,40000,OH,20,2002
C,10+ years,MORTGAGE,100000,NC,31,2009
A,10+ years,MORTGAGE,150000,CO,10,2008
C,10+ years,MORTGAGE,125000,IL,21,1998
C,3 years,MORTGAGE,40000,TN,31,1996
C,5 years,MORTGAGE,60000,TX,15,2007
A,10+ years,MORTGAGE,100000,CA,17,1997
C,10+ years,MORTGAGE,125000,CA,22,1997
A,6 years,MORTGAGE,60000,MI,21,2005
A,n/a,MORTGAGE,60000,OH,2,1996
A,9 years,MORTGAGE,80000,NY,14,1967
C,n/a,MORTGAGE,20000,NE,18,1994
C,2 years,MORTGAGE,60000,TX,26,2009
C,< 1 year,RENT,20000,FL,33,2014
C,3 years,OWN,40000,NY,31,1978
C,3 years,RENT,30000,FL,35,2001
C,10+ years,MORTGAGE,60000,CA,11,1993
C,10+ years,MORTGAGE,80000,NY,15,2003
A,7 years,MORTGAGE,60000,MI,23,1997
C,7 years,MORTGAGE,100000,TX,16,2006
C,10+ years,OWN,40000,AR,32,1989
C,3 years,MORTGAGE,40000,NC,45,2001
C,10+ years,MORTGAGE,60000,TN,20,2002
C,< 1 year,RENT,40000,IL,22,2002
C,6 years,RENT,60000,TN,19,2002
A,n/a,MORTGAGE,80000,IN,30,1993
A,5 years,MORTGAGE,40000,CA,22,1999
C,10+ years,RENT,40000,TX,31,1993
C,5 years,MORTGAGE,40000,CA,35,2006
C,10+ years,MORTGAGE,30000,MO,17,2005
A,10+ years,RENT,40000,NY,28,1994
C,10+ years,OWN,20000,NJ,23,2008
C,< 1 year,RENT,40000,FL,16,1998
C,10+ years,MORTGAGE,150000,NC,16,1976
C,10+ years,RENT,150000,MD,6,1998
C,1 year,MORTGAGE,100000,AK,30,2004
C,n/a,MORTGAGE,30000,GA,27,2012
C,< 1 year,MORTGAGE,60000,PA,22,2001
A,< 1 year,RENT,30000,CT,23,2004
C,2 years,RENT,30000,NV,20,2008
A,10+ years,MORTGAGE,100000,FL,6,1996
C,1 year,RENT,150000,VA,8,1997
A,9 years,RENT,60000,CA,25,2001
C,< 1 year,MORTGAGE,30000,MI,34,2003
A,10+ years,OWN,150000,FL,8,2002
C,6 years,RENT,60000,OH,15,2001
C,5 years,RENT,20000,OR,20,2010
A,< 1 year,MORTGAGE,30000,TX,22,2004
A,10+ years,MORTGAGE,80000,GA,15,1998
A,2 years,RENT,40000,CA,7,2004
C,4 years,MORTGAGE,60000,PA,14,2006
C,9 years,RENT,60000,NE,20,1997
A,10+ years,MORTGAGE,80000,KY,15,1995
C,10+ years,RENT,60000,WA,21,2004
C,8 years,RENT,60000,AL,26,2005
C,n/a,OWN,20000,CO,3,1987
C,5 years,MORTGAGE,100000,FL,18,1988
C,1 year,RENT,30000,MI,19,2011
C,10+ years,RENT,30000,ME,12,2002
C,10+ years,MORTGAGE,80000,CO,17,1999
C,9 years,RENT,40000,MA,23,2006
A,10+ years,RENT,100000,HI,23,1992
C,9 years,OWN,60000,NY,24,2003
C,5 years,MORTGAGE,40000,PA,15,2005
C,10+ years,RENT,60000,CA,27,2001
C,10+ years,MORTGAGE,100000,NY,20,1998
C,10+ years,MORTGAGE,80000,NJ,17,2005
C,5 years,MORTGAGE,40000,NE,19,2005
C,10+ years,RENT,40000,KY,21,2001
A,10+ years,MORTGAGE,100000,TX,20,2004
A,10+ years,MORTGAGE,125000,PA,18,1996
C,9 years,MORTGAGE,60000,VA,31,2006
C,3 years,RENT,40000,NY,26,2008
C,n/a,MORTGAGE,40000,FL,16,2013
A,5 years,RENT,40000,ND,27,2007
C,5 years,OWN,40000,TX,21,2004
C,5 years,RENT,40000,MI,20,2013
C,n/a,MORTGAGE,40000,TX,26,2007
A,< 1 year,RENT,40000,NJ,1,2005
C,< 1 year,MORTGAGE,40000,OH,35,2002
C,10+ years,OWN,40000,TN,32,1998
C,10+ years,RENT,100000,CA,25,1997
C,5 years,RENT,40000,NJ,33,2013
A,10+ years,OWN,80000,CA,16,2005
C,3 years,MORTGAGE,40000,TX,20,2012
C,< 1 year,MORTGAGE,100000,NJ,24,1994
A,10+ years,RENT,60000,FL,10,2002
C,2 years,OWN,30000,WA,14,2010
C,2 years,RENT,100000,VA,8,1996
C,2 years,RENT,60000,RI,20,2011
C,10+ years,MORTGAGE,125000,RI,24,1998
A,2 years,MORTGAGE,100000,NM,13,1981
C,2 years,MORTGAGE,100000,CA,20,2004
C,< 1 year,RENT,40000,MD,10,2004
C,10+ years,MORTGAGE,150000,MD,21,1998
C,2 years,MORTGAGE,80000,TX,23,2004
A,10+ years,MORTGAGE,100000,PA,13,1986
C,9 years,MORTGAGE,40000,NV,29,2007
A,3 years,RENT,60000,MA,25,2004
A,4 years,RENT,20000,FL,20,1991
A,8 years,MORTGAGE,60000,PA,28,1992
C,n/a,MORTGAGE,20000,AZ,11,2004
C,10+ years,MORTGAGE,100000,CA,22,1984
A,10+ years,RENT,150000,NJ,9,1986
C,2 years,MORTGAGE,100000,FL,15,1999
C,< 1 year,RENT,40000,CA,14,2010
C,3 years,MORTGAGE,40000,AZ,26,1981
C,1 year,MORTGAGE,40000,AL,21,2004
C,7 years,MORTGAGE,60000,CO,23,1999
C,2 years,RENT,80000,NY,22,2003
C,10+ years,MORTGAGE,40000,FL,21,2009
C,10+ years,MORTGAGE,40000,CA,31,1999
C,2 years,MORTGAGE,60000,FL,21,2007
C,< 1 year,MORTGAGE,80000,WI,9,1999
C,10+ years,MORTGAGE,60000,AL,22,2006
C,5 years,RENT,30000,NY,21,2010
C,3 years,OWN,20000,NY,16,2013
C,10+ years,MORTGAGE,20000,CA,17,1998
C,7 years,OWN,30000,AL,18,2011
C,n/a,MORTGAGE,60000,NC,18,1996
C,2 years,RENT,40000,IL,14,2009
A,10+ years,MORTGAGE,80000,TX,11,2001
C,10+ years,RENT,30000,HI,22,2003
C,10+ years,RENT,80000,CA,14,2004
C,< 1 year,OWN,60000,CA,25,2005
A,2 years,MORTGAGE,60000,CT,23,2002
C,3 years,OWN,125000,FL,33,2006
C,< 1 year,RENT,80000,MA,3,2006
C,10+ years,MORTGAGE,60000,GA,22,1997
A,2 years,MORTGAGE,125000,AZ,30,1997
C,n/a,RENT,30000,IN,32,1986
C,10+ years,OWN,40000,KY,18,2006
A,10+ years,MORTGAGE,60000,NC,10,1995
A,< 1 year,MORTGAGE,150000,OK,18,1994
C,4 years,RENT,40000,CA,6,2005
C,8 years,MORTGAGE,20000,OH,25,2003
C,2 years,RENT,40000,CA,25,2004
A,10+ years,MORTGAGE,150000,CA,10,2000
A,10+ years,MORTGAGE,80000,IL,22,1994
C,8 years,MORTGAGE,150000,MS,25,1992
A,10+ years,MORTGAGE,30000,VA,18,2006
A,10+ years,MORTGAGE,40000,FL,19,1996
A,4 years,RENT,20000,NY,24,2012
A,10+ years,MORTGAGE,150000,CA,28,1999
A,10+ years,MORTGAGE,60000,PA,14,1993
C,2 years,OWN,40000,CT,25,2002
A,10+ years,OWN,150000,NJ,16,1982
C,10+ years,MORTGAGE,40000,TX,15,1993
A,10+ years,MORTGAGE,40000,MT,11,2003
A,5 years,MORTGAGE,150000,MA,10,2009
C,10+ years,RENT,125000,MD,13,2001
C,3 years,MORTGAGE,40000,MI,12,1990
C,5 years,RENT,40000,MS,17,2009
C,10+ years,OWN,60000,GA,29,1998
A,10+ years,MORTGAGE,100000,NY,9,2000
C,< 1 year,MORTGAGE,100000,TX,23,1994
C,6 years,RENT,80000,VA,17,1991
C,n/a,RENT,40000,AZ,7,1999
C,10+ years,MORTGAGE,80000,OK,28,2004
C,10+ years,RENT,100000,PA,9,1999
A,2 years,MORTGAGE,40000,UT,17,2001
A,7 years,OWN,100000,MS,20,2000
A,3 years,MORTGAGE,125000,WA,13,1987
C,2 years,RENT,30000,TX,25,2013
A,7 years,MORTGAGE,40000,TX,25,2007
C,2 years,OWN,60000,VT,17,2002
C,4 years,MORTGAGE,15000,TX,188,2006
C,10+ years,MORTGAGE,125000,AZ,13,2003
A,2 years,RENT,80000,CA,21,1994
C,3 years,MORTGAGE,40000,CO,13,2000
C,1 year,RENT,80000,NJ,21,2006
C,10+ years,RENT,60000,CA,17,2003
C,10+ years,MORTGAGE,80000,IN,14,1995
C,n/a,RENT,100000,SC,18,1997
C,10+ years,MORTGAGE,60000,IL,18,2002
A,5 years,MORTGAGE,40000,TN,17,2003
C,< 1 year,MORTGAGE,60000,TX,14,2003
C,8 years,MORTGAGE,60000,TX,12,2001
C,9 years,MORTGAGE,60000,MD,29,2003
A,10+ years,RENT,80000,TX,10,2005
C,10+ years,RENT,80000,NY,22,2000
A,1 year,MORTGAGE,150000,PA,12,2003
C,10+ years,MORTGAGE,150000,NY,9,1989
C,10+ years,RENT,30000,AL,28,2005
C,9 years,RENT,60000,CO,27,1986
C,n/a,MORTGAGE,100000,TX,26,2003
A,10+ years,MORTGAGE,80000,UT,22,1993
A,6 years,MORTGAGE,40000,CA,22,2006
A,1 year,MORTGAGE,40000,NY,9,1991
C,10+ years,MORTGAGE,125000,AZ,31,2003
C,3 years,MORTGAGE,80000,LA,16,2001
C,4 years,MORTGAGE,80000,SC,12,1996
A,10+ years,OWN,60000,NY,22,2002
C,10+ years,OWN,150000,GA,13,1993
A,9 years,MORTGAGE,80000,CA,14,2003
C,10+ years,OWN,60000,TX,10,2001
C,< 1 year,RENT,30000,NV,13,2004
A,< 1 year,MORTGAGE,150000,CA,17,1966
C,1 year,RENT,60000,CA,15,2007
A,2 years,RENT,30000,KS,25,2006
C,1 year,RENT,20000,IN,21,2005
C,10+ years,MORTGAGE,30000,CO,34,2004
C,10+ years,MORTGAGE,40000,TX,21,1997
A,6 years,MORTGAGE,40000,FL,19,2006
A,10+ years,RENT,40000,OH,29,2006
A,8 years,MORTGAGE,80000,OH,13,2001
A,2 years,RENT,60000,MO,17,2007
C,7 years,MORTGAGE,40000,PA,7,2000
A,10+ years,MORTGAGE,60000,IN,9,2002
C,6 years,OWN,30000,IN,17,2006
C,6 years,RENT,30000,CA,32,2012
C,3 years,RENT,40000,FL,28,2009
C,10+ years,MORTGAGE,60000,CA,19,2005
C,2 years,RENT,30000,NY,23,2006
A,9 years,MORTGAGE,40000,TX,22,1982
C,10+ years,MORTGAGE,60000,TN,9,1997
C,10+ years,RENT,40000,CA,32,1997
C,8 years,MORTGAGE,20000,NY,11,2010
C,2 years,OWN,150000,CA,13,2005
A,10+ years,MORTGAGE,60000,OK,12,2007
C,< 1 year,RENT,125000,IL,4,1998
A,10+ years,RENT,80000,CA,25,1998
C,< 1 year,MORTGAGE,40000,IN,30,1997
A,10+ years,RENT,30000,CA,30,2001
C,10+ years,RENT,40000,MI,35,2005
A,2 years,MORTGAGE,30000,SD,23,1981
A,2 years,RENT,10000,CA,23,2010
A,10+ years,MORTGAGE,125000,SC,23,1994
C,10+ years,OWN,100000,TX,20,1990
A,10+ years,MORTGAGE,40000,SC,21,1993
C,3 years,OWN,150000,OH,15,1995
A,3 years,RENT,30000,GA,4,2012
C,8 years,MORTGAGE,40000,FL,7,2001
C,3 years,MORTGAGE,125000,CA,13,2001
C,3 years,RENT,60000,VA,10,2003
C,< 1 year,RENT,100000,VA,12,1996
C,9 years,RENT,60000,NV,14,2001
A,10+ years,MORTGAGE,30000,FL,17,2003
C,10+ years,MORTGAGE,60000,MI,26,2004
C,1 year,RENT,30000,FL,24,2007
A,5 years,OWN,60000,CA,8,2010
C,1 year,MORTGAGE,40000,IN,28,1998
A,7 years,RENT,100000,CA,8,2001
C,10+ years,MORTGAGE,60000,VA,31,1994
A,10+ years,MORTGAGE,60000,CO,17,2001
C,10+ years,MORTGAGE,80000,CO,9,2004
C,1 year,RENT,20000,VA,17,2007
C,10+ years,RENT,30000,CA,12,1999
C,10+ years,MORTGAGE,60000,MS,14,2003
A,3 years,RENT,20000,LA,16,2009
A,1 year,MORTGAGE,150000,GA,9,1992
C,10+ years,MORTGAGE,40000,NV,19,2003
A,10+ years,MORTGAGE,150000,NC,14,2002
C,10+ years,MORTGAGE,100000,MN,13,1988
C,10+ years,OWN,60000,TX,18,1995
C,n/a,MORTGAGE,40000,OH,34,2000
C,4 years,RENT,20000,NY,16,2013
A,2 years,RENT,40000,CO,23,2008
A,1 year,MORTGAGE,125000,OR,8,2001
C,5 years,MORTGAGE,60000,TX,34,2007
C,5 years,MORTGAGE,40000,MS,26,1994
A,9 years,MORTGAGE,40000,MO,16,1994
C,2 years,RENT,30000,NJ,27,2006
C,7 years,MORTGAGE,100000,CA,15,2004
C,3 years,OWN,80000,GA,13,2003
A,6 years,MORTGAGE,100000,WA,23,2001
A,1 year,RENT,40000,CA,13,2005
C,n/a,MORTGAGE,30000,VA,3,2003
A,8 years,MORTGAGE,100000,CA,18,1998
C,6 years,OWN,30000,NY,27,1986
C,10+ years,MORTGAGE,60000,AR,24,1988
C,2 years,RENT,60000,NY,23,2005
C,9 years,MORTGAGE,60000,MI,26,1999
A,4 years,RENT,30000,MI,5,2007
C,10+ years,MORTGAGE,60000,NC,24,2000
C,8 years,RENT,40000,NY,8,2005
A,2 years,MORTGAGE,100000,MD,4,2003
C,10+ years,MORTGAGE,40000,IN,16,2006
C,10+ years,RENT,60000,MD,5,2003
C,2 years,RENT,80000,FL,14,1994
A,3 years,RENT,80000,TX,29,2004
C,5 years,MORTGAGE,150000,MA,19,1997
A,10+ years,OWN,100000,MA,13,1995
C,< 1 year,RENT,15000,OR,10,1995
C,4 years,MORTGAGE,40000,CA,11,2006
C,1 year,RENT,20000,AZ,18,2012
C,3 years,RENT,30000,AL,27,2003
A,4 years,MORTGAGE,150000,UT,14,1984
A,< 1 year,RENT,40000,HI,25,2000
A,10+ years,RENT,30000,FL,13,2002
A,< 1 year,RENT,20000,NC,15,1998
C,10+ years,RENT,40000,UT,27,1992
C,< 1 year,RENT,60000,NY,25,2009
C,10+ years,MORTGAGE,30000,GA,17,2007
C,2 years,RENT,60000,TX,33,2007
C,10+ years,RENT,100000,CA,5,1994
A,n/a,RENT,20000,TN,30,2004
A,10+ years,RENT,40000,MN,2,1990
C,1 year,MORTGAGE,40000,OH,18,2005
C,10+ years,RENT,80000,IL,16,2004
C,10+ years,MORTGAGE,80000,TX,22,1999
C,2 years,RENT,150000,IL,5,1997
C,10+ years,MORTGAGE,60000,FL,20,1997
A,10+ years,MORTGAGE,150000,FL,12,2001
A,10+ years,MORTGAGE,150000,VA,11,1992
C,< 1 year,MORTGAGE,150000,UT,11,1995
C,3 years,MORTGAGE,80000,IN,27,2004
A,1 year,RENT,30000,AZ,14,2005
A,10+ years,MORTGAGE,80000,MN,7,2002
A,7 years,RENT,60000,DE,10,2003
C,3 years,RENT,20000,TX,15,2007
C,5 years,MORTGAGE,60000,AZ,25,2005
A,10+ years,MORTGAGE,40000,NY,29,2001
C,10+ years,RENT,40000,TX,25,1996
C,10+ years,MORTGAGE,30000,KS,64,1986
C,10+ years,MORTGAGE,100000,CA,17,2004
C,9 years,MORTGAGE,40000,FL,14,1997
A,10+ years,MORTGAGE,60000,CA,14,1998
C,10+ years,MORTGAGE,40000,PA,20,1996
C,1 year,RENT,80000,PA,12,1991
C,3 years,MORTGAGE,40000,FL,32,1991
A,5 years,MORTGAGE,60000,NJ,22,1994
C,3 years,RENT,125000,FL,12,2006
C,5 years,RENT,30000,MN,8,1995
C,n/a,MORTGAGE,60000,FL,13,2005
C,5 years,RENT,150000,CA,9,2003
C,10+ years,OWN,60000,MD,4,2001
C,1 year,MORTGAGE,125000,CA,4,1994
A,10+ years,MORTGAGE,60000,NC,34,2004
C,9 years,MORTGAGE,30000,MO,12,2005
C,5 years,OWN,125000,TX,32,2001
C,7 years,RENT,40000,FL,22,2007
C,10+ years,MORTGAGE,40000,MO,17,1982
C,2 years,RENT,40000,TX,26,2013
C,4 years,MORTGAGE,60000,WI,25,2002
C,n/a,MORTGAGE,80000,CA,12,1987
C,10+ years,RENT,60000,CA,18,2005
A,7 years,RENT,30000,OR,4,2013
C,9 years,MORTGAGE,100000,CT,15,2004
C,1 year,RENT,20000,NH,24,2006
C,5 years,RENT,80000,CO,20,2001
C,6 years,MORTGAGE,80000,CA,18,2003
C,10+ years,RENT,40000,AZ,15,1999
C,10+ years,MORTGAGE,60000,NJ,23,2008
C,2 years,RENT,30000,GA,22,2010
A,2 years,MORTGAGE,40000,TN,5,2007
C,3 years,RENT,60000,CT,7,2013
A,10+ years,MORTGAGE,125000,CA,25,2001
C,10+ years,MORTGAGE,40000,FL,24,1987
C,10+ years,RENT,20000,NE,22,2004
C,10+ years,MORTGAGE,40000,UT,8,1994
C,10+ years,RENT,40000,ME,10,2005
A,10+ years,MORTGAGE,100000,NJ,20,1999
A,9 years,MORTGAGE,60000,TX,13,2002
C,2 years,OWN,100000,MD,22,2003
C,10+ years,MORTGAGE,60000,IN,23,2001
A,2 years,RENT,40000,SC,10,1991
A,3 years,MORTGAGE,150000,CA,7,1990
A,1 year,MORTGAGE,80000,NC,24,2004
A,3 years,MORTGAGE,40000,CT,12,1984
A,1 year,RENT,40000,CA,18,2004
C,1 year,MORTGAGE,30000,FL,50,2005
C,10+ years,RENT,60000,CA,32,1997
A,1 year,MORTGAGE,30000,NC,19,2005
C,2 years,RENT,40000,CO,12,2011
A,10+ years,MORTGAGE,80000,PA,22,1987
C,3 years,MORTGAGE,40000,PA,19,2011
C,< 1 year,RENT,15000,OR,37,2008
C,10+ years,MORTGAGE,80000,FL,11,2002
C,2 years,MORTGAGE,30000,MI,27,2006
C,1 year,MORTGAGE,150000,OK,9,1994
A,10+ years,MORTGAGE,40000,FL,5,2007
C,10+ years,MORTGAGE,40000,AL,9,1995
A,4 years,RENT,40000,AK,13,2008
C,n/a,MORTGAGE,60000,MD,16,2002
C,3 years,RENT,60000,OH,13,2005
A,10+ years,MORTGAGE,40000,IL,16,1999
C,10+ years,MORTGAGE,40000,OR,13,2005
A,< 1 year,RENT,30000,ID,17,2009
C,3 years,MORTGAGE,40000,TX,22,1997
C,10+ years,MORTGAGE,100000,CA,15,1994
C,7 years,OWN,40000,OH,12,2005
C,< 1 year,MORTGAGE,30000,NY,14,2006
A,2 years,MORTGAGE,100000,FL,5,1999
A,8 years,RENT,40000,FL,11,2005
C,< 1 year,RENT,100000,NY,11,1986
C,10+ years,OWN,20000,NC,31,2001
C,6 years,RENT,125000,AZ,17,2006
C,1 year,RENT,30000,CA,13,2012
C,10+ years,RENT,150000,MA,8,2000
C,5 years,RENT,80000,NJ,9,1991
C,10+ years,MORTGAGE,80000,MO,17,1995
A,10+ years,MORTGAGE,80000,NJ,7,1992
C,10+ years,MORTGAGE,40000,TX,15,1999
C,9 years,OWN,80000,NE,13,1995
C,10+ years,RENT,60000,CA,6,2003
C,5 years,RENT,15000,MO,27,2004
A,10+ years,MORTGAGE,100000,VA,24,1999
C,10+ years,MORTGAGE,60000,CA,3,1998
A,< 1 year,MORTGAGE,100000,CA,17,1987
A,10+ years,MORTGAGE,60000,CA,15,2005
C,2 years,RENT,20000,PA,23,2010
C,< 1 year,RENT,40000,TX,15,1988
C,< 1 year,RENT,20000,CO,16,2013
C,3 years,MORTGAGE,40000,GA,15,1997
C,10+ years,MORTGAGE,60000,AZ,8,2007
A,10+ years,MORTGAGE,60000,NC,28,1997
C,10+ years,MORTGAGE,80000,CA,12,1986
C,1 year,RENT,30000,MA,33,2011
A,9 years,OWN,40000,FL,21,2007
A,2 years,MORTGAGE,40000,TX,6,2002
A,6 years,RENT,125000,IL,14,2007
C,10+ years,RENT,60000,IL,5,2004
C,4 years,RENT,40000,NC,20,2001
C,2 years,RENT,80000,FL,21,1980
C,2 years,RENT,40000,NY,14,2008
A,3 years,MORTGAGE,30000,TN,13,2007
A,10+ years,OWN,125000,NV,7,2002
C,10+ years,RENT,100000,CA,8,2003
C,4 years,RENT,80000,MS,25,1991
A,6 years,MORTGAGE,60000,NY,20,2003
C,9 years,MORTGAGE,60000,FL,20,2003
C,1 year,RENT,30000,OR,16,2005
C,10+ years,RENT,60000,CA,19,1995
C,9 years,MORTGAGE,60000,VA,29,2005
C,5 years,MORTGAGE,40000,OH,14,2007
A,10+ years,RENT,60000,NY,19,2006
A,3 years,RENT,125000,OH,18,2011
C,10+ years,OWN,40000,AZ,26,2001
C,< 1 year,MORTGAGE,125000,TX,10,2009
C,3 years,MORTGAGE,80000,SC,19,1998
A,4 years,MORTGAGE,60000,OH,17,1997
A,2 years,MORTGAGE,40000,IL,9,2006
C,2 years,RENT,80000,CA,6,2005
C,n/a,OWN,20000,MI,17,2000
C,10+ years,OWN,100000,FL,18,1998
C,10+ years,OWN,40000,OH,17,2005
C,3 years,OWN,60000,CA,18,2002
A,3 years,RENT,60000,WI,16,2005
C,8 years,RENT,40000,NY,11,2005
C,2 years,RENT,30000,LA,34,2009
A,n/a,OWN,30000,KY,28,2001
A,< 1 year,RENT,60000,AL,15,2003
A,2 years,MORTGAGE,40000,FL,16,2003
C,1 year,OWN,60000,NY,12,1996
C,10+ years,MORTGAGE,80000,NJ,15,2002
A,10+ years,MORTGAGE,60000,GA,23,2005
C,< 1 year,RENT,40000,MO,24,1999
C,5 years,RENT,60000,GA,28,2006
A,2 years,MORTGAGE,125000,MA,17,1999
C,10+ years,MORTGAGE,40000,TX,16,2007
A,2 years,RENT,80000,CO,31,1976
A,5 years,MORTGAGE,40000,TX,9,2006
A,< 1 year,RENT,40000,CA,34,2001
C,10+ years,MORTGAGE,40000,PA,23,2003
A,5 years,MORTGAGE,60000,AL,11,2002
A,4 years,RENT,60000,NC,16,1994
C,10+ years,MORTGAGE,60000,MI,20,1999
C,2 years,MORTGAGE,150000,NY,23,1995
A,10+ years,OWN,80000,GA,33,1993
C,7 years,MORTGAGE,40000,TX,33,2008
C,10+ years,MORTGAGE,60000,MD,29,2004
C,10+ years,RENT,40000,MO,16,2003
C,8 years,RENT,80000,GA,8,2013
A,2 years,RENT,80000,CA,10,1995
C,10+ years,MORTGAGE,40000,CA,21,2002
A,4 years,MORTGAGE,80000,GA,25,2003
C,10+ years,OWN,100000,OH,10,2003
C,< 1 year,MORTGAGE,60000,CA,22,2002
A,10+ years,OWN,60000,MI,14,1994
C,5 years,MORTGAGE,80000,KS,20,2004
C,2 years,RENT,20000,MN,23,2012
C,10+ years,RENT,30000,PA,24,2007
C,10+ years,MORTGAGE,80000,CA,16,1990
A,n/a,OWN,40000,GA,9,1994
C,7 years,MORTGAGE,40000,MN,10,1990
C,3 years,OWN,40000,MA,16,2006
C,< 1 year,MORTGAGE,40000,TN,20,2010
C,1 year,RENT,40000,AZ,34,1994
C,n/a,RENT,15000,FL,12,2006
A,10+ years,MORTGAGE,60000,NY,23,2002
C,7 years,MORTGAGE,60000,PA,23,2002
C,10+ years,MORTGAGE,40000,CA,30,1997
C,7 years,OWN,20000,MI,22,2004
A,10+ years,RENT,100000,CA,4,1990
A,3 years,MORTGAGE,60000,MO,21,1982
C,10+ years,MORTGAGE,80000,NJ,17,1993
C,n/a,MORTGAGE,40000,TN,15,2000
C,2 years,RENT,30000,CO,32,2009
A,2 years,RENT,40000,NY,7,2009
C,10+ years,MORTGAGE,40000,MA,23,2003
C,2 years,RENT,40000,FL,12,2008
C,10+ years,MORTGAGE,80000,NY,24,1993
A,1 year,MORTGAGE,60000,TX,26,1995
C,3 years,MORTGAGE,100000,NV,18,2000
C,10+ years,RENT,40000,MI,14,2002
C,10+ years,MORTGAGE,40000,MN,25,1996
A,10+ years,OWN,100000,NY,10,2002
A,7 years,OWN,40000,KY,23,2004
A,10+ years,MORTGAGE,30000,OK,27,1989
C,10+ years,MORTGAGE,150000,CA,15,2002
A,10+ years,MORTGAGE,125000,FL,23,1997
A,7 years,RENT,100000,IL,23,1997
C,n/a,OWN,40000,OH,31,2003
C,3 years,MORTGAGE,150000,VT,16,2004
C,< 1 year,MORTGAGE,40000,MA,46,2008
A,5 years,RENT,150000,CA,7,1990
C,< 1 year,RENT,80000,MN,10,2001
C,10+ years,MORTGAGE,40000,AL,32,2003
C,10+ years,MORTGAGE,80000,NY,13,1993
A,10+ years,MORTGAGE,60000,CO,13,2002
C,< 1 year,MORTGAGE,20000,PA,25,1999
C,10+ years,MORTGAGE,40000,OH,17,2007
C,10+ years,MORTGAGE,80000,IL,25,1996
C,10+ years,RENT,60000,KS,28,2004
A,2 years,MORTGAGE,60000,NY,23,1998
C,8 years,OWN,60000,MN,32,2006
C,2 years,RENT,40000,FL,30,2008
A,10+ years,MORTGAGE,80000,VA,23,2001
C,10+ years,MORTGAGE,40000,OH,23,2004
A,5 years,MORTGAGE,60000,VA,28,2000
C,n/a,MORTGAGE,60000,IL,27,2007
C,10+ years,MORTGAGE,125000,MI,14,1994
C,5 years,MORTGAGE,80000,FL,23,2003
A,3 years,RENT,30000,CA,14,2009
A,10+ years,MORTGAGE,80000,IL,15,1997
C,4 years,MORTGAGE,40000,MO,19,2007
C,9 years,OWN,40000,NY,10,2005
C,3 years,MORTGAGE,40000,TX,34,1996
A,n/a,RENT,80000,WA,6,2002
C,9 years,MORTGAGE,40000,CO,40,1999
C,10+ years,MORTGAGE,60000,CT,16,2001
A,10+ years,RENT,40000,CA,18,2003
A,10+ years,MORTGAGE,150000,TX,16,1997
C,n/a,MORTGAGE,80000,MI,5,1994
A,10+ years,MORTGAGE,100000,NY,18,2000
A,10+ years,MORTGAGE,125000,TX,18,1999
A,2 years,RENT,40000,CA,17,2011
A,< 1 year,RENT,40000,CA,11,2007
A,n/a,MORTGAGE,80000,MD,27,1985
C,10+ years,MORTGAGE,60000,ID,20,2000
C,10+ years,MORTGAGE,100000,AZ,28,2004
C,7 years,MORTGAGE,60000,AL,32,2005
C,5 years,RENT,60000,CO,10,2001
A,2 years,RENT,80000,GA,19,2003
A,4 years,MORTGAGE,80000,FL,11,2004
A,5 years,RENT,150000,FL,9,2002
C,10+ years,OWN,30000,TN,31,2003
C,3 years,MORTGAGE,125000,AZ,13,2004
C,10+ years,OWN,80000,OH,23,1994
C,10+ years,MORTGAGE,80000,OH,26,1998
A,7 years,MORTGAGE,60000,MD,15,2001
A,9 years,MORTGAGE,150000,CA,20,1995
C,n/a,OWN,150000,NC,32,1998
C,9 years,MORTGAGE,40000,CO,1,2006
C,4 years,MORTGAGE,100000,MI,10,1994
A,n/a,RENT,20000,MA,14,1998
C,2 years,MORTGAGE,60000,NJ,18,2008
A,10+ years,MORTGAGE,80000,NY,20,1988
A,4 years,RENT,40000,GA,24,2007
C,4 years,RENT,40000,VA,21,1996
A,2 years,MORTGAGE,60000,LA,27,1997
A,4 years,MORTGAGE,125000,TX,15,2000
C,< 1 year,MORTGAGE,150000,OH,8,2001
A,5 years,MORTGAGE,100000,AK,8,2003
C,9 years,MORTGAGE,60000,VA,27,1991
C,5 years,RENT,80000,NV,12,2000
A,10+ years,MORTGAGE,60000,NY,11,1981
C,10+ years,MORTGAGE,125000,IN,17,1998
C,5 years,OWN,100000,WI,26,1997
A,2 years,RENT,30000,PA,24,2000
C,4 years,RENT,20000,NY,9,2006
A,6 years,MORTGAGE,150000,NC,13,2002
A,10+ years,MORTGAGE,100000,MI,18,2001
A,10+ years,RENT,60000,IL,24,2006
C,10+ years,MORTGAGE,40000,IL,12,2006
C,3 years,MORTGAGE,60000,NY,28,2004
C,7 years,RENT,100000,FL,24,2005
A,10+ years,MORTGAGE,100000,GA,10,2001
C,10+ years,MORTGAGE,60000,TX,27,2004
C,2 years,OWN,125000,TX,16,1996
C,9 years,MORTGAGE,60000,GA,26,1995
A,10+ years,MORTGAGE,60000,NM,25,1996
C,< 1 year,OWN,40000,TX,23,2010
C,10+ years,OWN,60000,NJ,21,1997
C,10+ years,RENT,30000,MN,15,2004
A,10+ years,MORTGAGE,80000,OR,8,1998
